   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time, bubble_cmp, bubble_swaps, bubble_time
 224,           328,             106,             77,      1550,         324,        458,       892,           0,        489,         25200,              62,           4009,      24976,          106,        3925
 225,           330,             107,             77,      1560,         326,        464,       895,           0,        490,         25425,              63,           4030,      25200,          107,        3957
 226,           331,             107,             77,      1561,         327,        463,       906,           0,        495,         25651,              63,           4158,      25425,          107,        4395
 227,           332,             107,             83,      1578,         321,        491,       907,           0,        529,         25878,              63,           4383,      25651,          107,        4272
 228,           333,             107,             84,      1585,         323,        496,       907,           0,        528,         26106,              63,           4609,      25878,          107,        4502
 229,           334,             107,             88,      1585,         329,        535,       911,           0,        559,         26335,              63,           4650,      26106,          107,        4472
 230,           336,             108,             84,      1592,         332,        524,       912,           0,        566,         26565,              64,           4601,      26335,          108,        4509
 231,           339,             110,             89,      1598,         319,        518,       925,           0,        564,         26796,              64,           4659,      26565,          110,        4733
 232,           342,             112,             87,      1605,         321,        524,       943,           0,        570,         27028,              66,           4686,      26796,          112,        4600
 233,           343,             112,             93,      1622,         330,        539,       949,           0,        565,         27261,              66,           4771,      27028,          112,        4675
 234,           344,             112,             90,      1631,         330,        530,       948,           0,        562,         27495,              66,           4827,      27261,          112,        4703
 235,           345,             112,             97,      1640,         330,        524,       960,           0,        603,         27730,              66,           4768,      27495,          112,        4680
 236,           346,             112,             86,      1652,         336,        514,       958,           0,        559,         27966,              66,           4760,      27730,          112,        4632
 237,           347,             112,             86,      1651,         328,        513,       965,           0,        560,         28203,              66,           4776,      27966,          112,        4631
 238,           349,             113,             87,      1657,         331,        512,       960,           0,        551,         28441,              67,           4829,      28203,          113,        4714
 239,           350,             113,             82,      1681,         333,        491,       976,           0,        540,         28680,              67,           4545,      28441,          113,        4576
 240,           351,             113,             81,      1686,         334,        534,       981,           0,        629,         28920,              67,           4699,      28680,          113,        4529
 241,           353,             114,             83,      1684,         334,        492,       990,           0,        536,         29161,              68,           4606,      28920,          114,        4544
 242,           356,             116,             85,      1699,         340,        499,       992,           0,        538,         29403,              68,           4675,      29161,          116,        4575
 243,           357,             116,             84,      1711,         352,        504,       993,           0,        541,         29646,              68,           4693,      29403,          116,        4649
 244,           358,             116,             85,      1716,         353,        505,       999,           0,        542,         29890,              68,           4722,      29646,          116,        4647
 245,           359,             116,             85,      1723,         352,        549,      1005,           0,        544,         30135,              68,           4946,      29890,          116,        4762
 246,           361,             117,             87,      1725,         353,        509,      1015,           0,        548,         30381,              69,           4800,      30135,          117,        4751
 247,           363,             118,             85,      1742,         353,        511,      1018,           0,        550,         30628,              70,           4839,      30381,          118,        4760
 248,           365,             119,             85,      1749,         353,        515,      1025,           0,        551,         30876,              71,           4878,      30628,          119,        4815
 249,           366,             119,            100,      1765,         350,        533,      1035,           0,        558,         31125,              71,           5326,      30876,          119,        5329
 250,           367,             119,             91,      1758,         350,        591,      1033,           0,        643,         31375,              71,           5278,      31125,          119,        5267
 251,           369,             120,             96,      1774,         357,        581,      1045,           0,        615,         31626,              72,           5217,      31375,          120,        4974
 252,           370,             120,             89,      1777,         359,        522,      1049,           0,        566,         31878,              72,           5438,      31626,          120,        5599
 253,           371,             120,             95,      1789,         356,        622,      1061,           0,        686,         32131,              72,           5235,      31878,          120,        5285
 254,           373,             121,             88,      1791,         354,        523,      1063,           0,        635,         32385,              73,           5125,      32131,          121,        5038
 255,           375,             122,             89,      1793,         353,        524,      1073,           0,        574,         32640,              74,           5253,      32385,          122,        5104
 256,           376,             122,             89,      1813,         356,        530,      1076,           0,        579,         32896,              74,           5245,      32640,          122,        5215
 257,           377,             122,             89,      1830,         365,        535,      1077,           0,        578,         33153,              74,           5244,      32896,          122,        5165
 258,           379,             123,             89,      1839,         366,        557,      1088,           0,        643,         33411,              75,           5317,      33153,          123,        5426
 259,           380,             123,             91,      1831,         360,        539,      1085,           0,        591,         33670,              75,           5464,      33411,          123,        5268
 260,           381,             123,             90,      1842,         363,        538,      1089,           0,        597,         33930,              75,           5388,      33670,          123,        5398
 261,           382,             123,             91,      1866,         370,        547,      1088,           0,        587,         34191,              75,           5434,      33930,          123,        5346
 262,           383,             123,             91,      1887,         380,        555,      1096,           0,        597,         34453,              75,           5583,      34191,          123,        5434
 263,           384,             123,             91,      1881,         376,        552,      1098,           0,        590,         34716,              75,           5618,      34453,          123,        5421
 264,           385,             123,             89,      1887,         374,        549,      1097,           0,        601,         34980,              75,           5553,      34716,          123,        5554
 265,           386,             123,             92,      1908,         378,        559,      1099,           0,        596,         35245,              75,           5611,      34980,          123,        5491
 266,           387,             123,             91,      1913,         378,        558,      1110,           0,        607,         35511,              75,           5774,      35245,          123,        5550
 267,           388,             123,             91,      1906,         371,        557,      1113,           0,        622,         35778,              75,           5829,      35511,          123,        5603
 268,           389,             123,             93,      1909,         373,        566,      1118,           0,        607,         36046,              75,           5751,      35778,          123,        5738
 269,           390,             123,             92,      1918,         377,        562,      1120,           0,        607,         36315,              75,           5809,      36046,          123,        5709
 270,           391,             123,            116,      1937,         381,        588,      1116,           0,        606,         36585,              75,           5819,      36315,          123,        5697
 271,           393,             124,             92,      1968,         382,        575,      1128,           0,        610,         36856,              76,           5973,      36585,          124,        5741
 272,           396,             126,             93,      1976,         384,        576,      1133,           0,        612,         37128,              76,           6005,      36856,          126,        5781
 273,           398,             127,             93,      1978,         385,        576,      1137,           0,        618,         37401,              77,           5948,      37128,          127,        5924
 274,           399,             127,             94,      1987,         387,        582,      1143,           0,        618,         37675,              77,           5999,      37401,          127,        5879
 275,           400,             127,             96,      1999,         384,        651,      1146,           0,        619,         37950,              77,           6053,      37675,          127,        5899
 276,           402,             128,             94,      2005,         384,        581,      1138,           0,        620,         38226,              78,           6212,      37950,          128,        5953
 277,           405,             130,             97,      1998,         387,        582,      1145,           0,        622,         38503,              78,           6221,      38226,          130,        5992
 278,           406,             130,            100,      2012,         388,        589,      1162,           0,        627,         38781,              78,           6572,      38503,          130,        6163
 279,           407,             130,             97,      2040,         401,        610,      1162,           0,        632,         39060,              78,           6236,      38781,          130,        6593
 280,           408,             130,            109,      2047,         401,        660,      1165,           0,        694,         39340,              78,           6412,      39060,          130,        6297
 281,           410,             131,            103,      2044,         399,        597,      1165,           0,        635,         39621,              79,           6340,      39340,          131,        6196
 282,           411,             131,             97,      2052,         399,        620,      1170,           0,        717,         39903,              79,           6390,      39621,          131,        6253
 283,           413,             132,             98,      2064,         401,        602,      1175,           0,        638,         40186,              80,           6495,      39903,          132,        6327
 284,           414,             132,            100,      2070,         399,        603,      1182,           0,        641,         40470,              80,           6582,      40186,          132,        6335
 285,           415,             132,             98,      2089,         398,        608,      1186,           0,        643,         40755,              80,           6551,      40470,          132,        6421
 286,           417,             133,            100,      2106,         407,        614,      1192,           0,        663,         41041,              81,           6564,      40755,          133,        6503
 287,           419,             134,             99,      2074,         398,        601,      1201,           0,        648,         41328,              82,           6627,      41041,          134,        6582
 288,           422,             136,            101,      2081,         398,        609,      1204,           0,        652,         41616,              82,           6663,      41328,          136,        6565
 289,           426,             139,            117,      2112,         410,        616,      1208,           0,        653,         41905,              83,           6709,      41616,          139,        6528
 290,           427,             139,            103,      2113,         411,        638,      1221,           0,        735,         42195,              83,           6745,      41905,          139,        6589
 291,           428,             139,            102,      2130,         415,        623,      1216,           0,        661,         42486,              83,           6933,      42195,          139,        6639
 292,           429,             139,            103,      2116,         411,        623,      1215,           0,        680,         42778,              83,           6955,      42486,          139,        6687
 293,           430,             139,            103,      2145,         421,        630,      1215,           0,        663,         43071,              83,           6989,      42778,          139,        6733
 294,           431,             139,            102,      2152,         425,        632,      1231,           0,        664,         43365,              83,           7050,      43071,          139,        6888
 295,           432,             139,            109,      2163,         421,        664,      1232,           0,        705,         43660,              83,           7266,      43365,          139,        6833
 296,           435,             141,            104,      2170,         418,        632,      1237,           0,        670,         43956,              85,           7125,      43660,          141,        6874
 297,           436,             141,            104,      2156,         413,        648,      1245,           0,        674,         44253,              85,           7098,      43956,          141,        7055
 298,           437,             141,            111,      2178,         415,        679,      1251,           0,        686,         44551,              85,           7158,      44253,          141,        7048
 299,           438,             141,            105,      2176,         413,        634,      1259,           0,        680,         44850,              85,           7210,      44551,          141,        7098
 300,           439,             141,            105,      2171,         412,        633,      1259,           0,        682,         45150,              85,           7271,      44850,          141,        7172
 301,           440,             141,            107,      2195,         426,        645,      1260,           0,        687,         45451,              85,           7301,      45150,          141,        7279
 302,           441,             141,            104,      2204,         428,        644,      1267,           0,        685,         45753,              85,           7340,      45451,          141,        7337
 303,           443,             142,            107,      2236,         430,        655,      1262,           0,        687,         46056,              86,           7403,      45753,          142,        7358
 304,           446,             144,            107,      2238,         429,        654,      1273,           0,        688,         46360,              86,           7460,      46056,          144,        7349
 305,           450,             147,            109,      2248,         425,        657,      1280,           0,        694,         46665,              87,           7533,      46360,          147,        7488
 306,           451,             147,            108,      2268,         435,        660,      1282,           0,        699,         46971,              87,           7581,      46665,          147,        7529
 307,           452,             147,            109,      2257,         431,        658,      1284,           0,        699,         47278,              87,           7606,      46971,          147,        7516
 308,           454,             148,            110,      2261,         430,        680,      1291,           0,        743,         47586,              88,           7667,      47278,          148,        7713
 309,           455,             148,            110,      2284,         439,        666,      1296,           0,        704,         47895,              88,           7747,      47586,          148,        7574
 310,           456,             148,            111,      2299,         437,        672,      1315,           0,        706,         48205,              88,           7755,      47895,          148,        7583
 311,           457,             148,            110,      2293,         432,        669,      1311,           0,        726,         48516,              88,           7821,      48205,          148,        7603
 312,           458,             148,            111,      2298,         433,        669,      1328,           0,        715,         48828,              88,           7915,      48516,          148,        7786
 313,           460,             149,            111,      2316,         445,        677,      1329,           0,        715,         49141,              89,           8025,      48828,          149,        7682
 314,           462,             150,            111,      2318,         443,        678,      1327,           0,        717,         49455,              90,           7993,      49141,          150,        7731
 315,           463,             150,            111,      2345,         455,        686,      1342,           0,        723,         49770,              90,           8008,      49455,          150,        7998
 316,           464,             150,            118,      2352,         452,        735,      1331,           0,        782,         50086,              90,           8665,      49770,          150,        7852
 317,           465,             150,            111,      2368,         452,        709,      1342,           0,        725,         50403,              90,           8113,      50086,          150,        7888
 318,           467,             151,            122,      2382,         458,        700,      1348,           0,        776,         50721,              91,           8589,      50403,          151,        7950
 319,           470,             153,            114,      2367,         454,        700,      1357,           0,        735,         51040,              91,           8457,      50721,          153,        7982
 320,           474,             156,            118,      2378,         457,        805,      1379,           0,        739,         51360,              92,           8411,      51040,          156,        8089
 321,           475,             156,            115,      2397,         461,        700,      1381,           0,        740,         51681,              92,           8339,      51360,          156,        8103
 322,           476,             156,            115,      2407,         463,        710,      1366,           0,        740,         52003,              92,           8381,      51681,          156,        8142
 323,           477,             156,            119,      2400,         463,        699,      1378,           0,        743,         52326,              92,           8441,      52003,          156,        8317
 324,           478,             156,            116,      2394,         455,        697,      1376,           0,        746,         52650,              92,           9046,      52326,          156,        8966
 325,           480,             157,            127,      2434,         461,        776,      1379,           0,        821,         52975,              93,           9350,      52650,          157,        9077
 326,           481,             157,            127,      2438,         478,        782,      1388,           0,        836,         53301,              93,           9289,      52975,          157,        9132
 327,           482,             157,            128,      2440,         468,        778,      1394,           0,        826,         53628,              93,           9474,      53301,          157,        9175
 328,           484,             158,            128,      2451,         472,        794,      1401,           0,        835,         53956,              94,           9624,      53628,          158,        9203
 329,           485,             158,            128,      2470,         469,        752,      1402,           0,        759,         54285,              94,           8862,      53956,          158,        8525
 330,           486,             158,            118,      2452,         463,        717,      1403,           0,        761,         54615,              94,           8928,      54285,          158,        8583
 331,           488,             159,            118,      2464,         464,        720,      1410,           0,        780,         54946,              95,           8917,      54615,          159,        8634
 332,           490,             160,            118,      2489,         470,        726,      1411,           0,        758,         55278,              96,           8940,      54946,          160,        8793
 333,           494,             163,            121,      2508,         480,        730,      1424,           0,        766,         55611,              95,           9151,      55278,          163,        9335
 334,           495,             163,            131,      2514,         480,        785,      1425,           0,        814,         55945,              95,           9483,      55611,          163,        9149
 335,           496,             163,            119,      2531,         480,        750,      1430,           0,        774,         56280,              95,           9325,      55945,          163,        8818
 336,           497,             163,            121,      2527,         482,        741,      1428,           0,        806,         56616,              95,           9211,      56280,          163,        8893
 337,           498,             163,            120,      2510,         469,        732,      1430,           0,        795,         56953,              95,           9212,      56616,          163,        9044
 338,           499,             163,            120,      2551,         483,        818,      1443,           0,        777,         57291,              95,           9321,      56953,          163,        9213
 339,           500,             163,            121,      2551,         481,        740,      1453,           0,        784,         57630,              95,           9804,      57291,          163,        9046
 340,           502,             164,            126,      2554,         482,        748,      1453,           0,        787,         57970,              96,           9640,      57630,          164,        9184
 341,           504,             165,            122,      2581,         495,        756,      1454,           0,        785,         58311,              97,           9443,      57970,          165,        9166
 342,           505,             165,            125,      2586,         495,        753,      1452,           0,        784,         58653,              97,           9502,      58311,          165,        9217
 343,           506,             165,            123,      2595,         494,        763,      1466,           0,        787,         58996,              97,           9814,      58653,          165,        9794
 344,           507,             165,            129,      2597,         496,        804,      1467,           0,        835,         59340,              97,          10262,      58996,          165,        9386
 345,           510,             167,            149,      2590,         493,        754,      1475,           0,        795,         59685,              99,           9676,      59340,          167,        9500
 346,           512,             168,            124,      2603,         498,        764,      1479,           0,        814,         60031,             100,           9735,      59685,          168,        9484
 347,           517,             172,            130,      2619,         498,        764,      1483,           0,        799,         60378,             100,           9814,      60031,          172,        9486
 348,           518,             172,            126,      2624,         499,        767,      1492,           0,        883,         60726,             100,           9931,      60378,          172,        9621
 349,           519,             172,            127,      2637,         495,        772,      1494,           0,        802,         61075,             100,           9914,      60726,          172,        9634
 350,           520,             172,            126,      2643,         497,        771,      1515,           0,        810,         61425,             100,          10030,      61075,          172,        9664
 351,           522,             173,            127,      2637,         494,        769,      1515,           0,        811,         61776,             101,          10045,      61425,          173,        9719
 352,           524,             174,            128,      2651,         497,        773,      1518,           0,        813,         62128,             102,          10091,      61776,          174,        9776
 353,           525,             174,            128,      2673,         503,        783,      1522,           0,        826,         62481,             102,          10318,      62128,          174,        9903
 354,           526,             174,            128,      2683,         506,        785,      1526,           0,        827,         62835,             102,          10329,      62481,          174,        9987
 355,           527,             174,            128,      2682,         499,        781,      1530,           0,        824,         63190,             102,          10281,      62835,          174,        9969
 356,           528,             174,            128,      2679,         494,        778,      1533,           0,        819,         63546,             102,          10314,      63190,          174,        9988
 357,           530,             175,            130,      2686,         508,        787,      1539,           0,        829,         63903,             103,          10497,      63546,          175,       10191
 358,           531,             175,            128,      2708,         512,        790,      1551,           0,        862,         64261,             103,          10442,      63903,          175,       10150
 359,           532,             175,            148,      2720,         506,        790,      1559,           0,        833,         64620,             103,          10504,      64261,          175,       10177
 360,           533,             175,            129,      2736,         514,        794,      1561,           0,        831,         64980,             103,          10559,      64620,          175,       10220
 361,           535,             176,            129,      2741,         512,        797,      1565,           0,        839,         65341,             104,          10690,      64980,          176,       10275
 362,           538,             178,            131,      2747,         511,        806,      1578,           0,        854,         65703,             104,          10828,      65341,          178,       10369
 363,           539,             178,            131,      2747,         516,        803,      1579,           0,        843,         66066,             104,          10744,      65703,          178,       10435
 364,           543,             181,            132,      2750,         516,        805,      1581,           0,        849,         66430,             107,          10863,      66066,          181,       10446
 365,           544,             181,            133,      2802,         530,        823,      1590,           0,        871,         66795,             107,          10851,      66430,          181,       10496
 366,           545,             181,            150,      2806,         530,        837,      1594,           0,        888,         67161,             107,          11490,      66795,          181,       10641
 367,           546,             181,            142,      2786,         526,        815,      1601,           0,        855,         67528,             107,          11066,      67161,          181,       10672
 368,           548,             182,            133,      2798,         527,        821,      1603,           0,        865,         67896,             108,          11047,      67528,          182,       10704
 369,           550,             183,            134,      2801,         527,        819,      1608,           0,        857,         68265,             109,          11096,      67896,          183,       10854
 370,           551,             183,            183,      2798,         525,        819,      1613,           0,        871,         68635,             109,          11158,      68265,          183,       10814
 371,           552,             183,            136,      2832,         533,        825,      1621,           0,        866,         69006,             109,          11221,      68635,          183,       10864
 372,           553,             183,            133,      2839,         533,        826,      1627,           0,        897,         69378,             109,          11289,      69006,          183,       10941
 373,           555,             184,            135,      2858,         534,        833,      1629,           0,        876,         69751,             110,          11373,      69378,          184,       10987
 374,           556,             184,            135,      2869,         534,        830,      1637,           0,        879,         70125,             110,          11445,      69751,          184,       11053
 375,           557,             184,            135,      2878,         529,        857,      1637,           0,        883,         70500,             110,          11648,      70125,          184,       11123
 376,           559,             185,            136,      2887,         530,        850,      1656,           0,        976,         70876,             111,          11656,      70500,          185,       11159
 377,           562,             187,            139,      2916,         534,        844,      1663,           0,        893,         71253,             111,          11629,      70876,          187,       11262
 378,           566,             190,            138,      2931,         538,        865,      1665,           0,        893,         71631,             112,          11666,      71253,          190,       11369
 379,           568,             191,            138,      2934,         542,        851,      1662,           0,        894,         72010,             113,          11747,      71631,          191,       11367
 380,           569,             191,            138,      2937,         542,        849,      1687,           0,        904,         72390,             113,          11816,      72010,          191,       11418
 381,           570,             191,            139,      2924,         552,        850,      1696,           0,        906,         72771,             113,          11871,      72390,          191,       11569
 382,           572,             192,            140,      2929,         552,        852,      1686,           0,        911,         73153,             114,          11925,      72771,          192,       11708
 383,           573,             192,            141,      2926,         547,        854,      1698,           0,        912,         73536,             114,          12098,      73153,          192,       11656
 384,           576,             194,            142,      2930,         543,        854,      1711,           0,        910,         73920,             116,          12079,      73536,          194,       11681
 385,           577,             194,            144,      2956,         543,        859,      1714,           0,        920,         74305,             116,          12146,      73920,          194,       11775
 386,           578,             194,            145,      2974,         549,        870,      1700,           0,        916,         74691,             116,          12261,      74305,          194,       11816
 387,           579,             194,            142,      3004,         551,        883,      1710,           0,        920,         75078,             116,          12243,      74691,          194,       12001
 388,           580,             194,            141,      3012,         553,        905,      1719,           0,        916,         75466,             116,          12326,      75078,          194,       11973
 389,           582,             195,            142,      2995,         554,        875,      1718,           0,        924,         75855,             117,          12383,      75466,          195,       12111
 390,           585,             197,            145,      2989,         555,        871,      1727,           0,        921,         76245,             117,          12588,      75855,          197,       12084
 391,           586,             197,            143,      3018,         562,        877,      1734,           0,        919,         76636,             117,          12618,      76245,          197,       12120
 392,           588,             198,            143,      3029,         570,        885,      1738,           0,        946,         77028,             118,          12625,      76636,          198,       12381
 393,           589,             198,            148,      3044,         557,        882,      1741,           0,        926,         77421,             118,          12681,      77028,          198,       12263
 394,           590,             198,            146,      3041,         562,        887,      1739,           0,        930,         77815,             118,          12778,      77421,          198,       12344
 395,           592,             199,            144,      3036,         556,        881,      1743,           0,        924,         78210,             119,          12803,      77815,          199,       12406
 396,           593,             199,            146,      3053,         560,        884,      1759,           0,        932,         78606,             119,          12859,      78210,          199,       12435
 397,           594,             199,            146,      3061,         559,        890,      1762,           0,        936,         79003,             119,          12932,      78606,          199,       12686
 398,           595,             199,            149,      3078,         565,        899,      1765,           0,        939,         79401,             119,          13085,      79003,          199,       12654
 399,           597,             200,            148,      3108,         585,        905,      1770,           0,        945,         79800,             120,          13161,      79401,          200,       12702
 400,           598,             200,            145,      3119,         586,        909,      1777,           0,        940,         80200,             120,          13242,      79800,          200,       12695
 401,           599,             200,            146,      3108,         592,        909,      1781,           0,        977,         80601,             120,          13227,      80200,          200,       12809
 402,           601,             201,            149,      3109,         587,        918,      1774,           0,        946,         81003,             121,          13329,      80601,          201,       12922
 403,           603,             202,            152,      3132,         581,        914,      1781,           0,        954,         81406,             122,          13473,      81003,          202,       13061
 404,           607,             205,            154,      3136,         573,        948,      1793,           0,        959,         81810,             121,          13626,      81406,          205,       13093
 405,           608,             205,            167,      3135,         579,        924,      1804,           0,       1068,         82215,             121,          13962,      81810,          205,       13423
 406,           609,             205,            153,      3157,         589,        928,      1803,           0,        958,         82621,             121,          13817,      82215,          205,       13210
 407,           610,             205,            153,      3190,         596,        934,      1812,           0,        965,         83028,             121,          13670,      82621,          205,       13214
 408,           611,             205,            152,      3201,         599,        941,      1817,           0,        972,         83436,             121,          13893,      83028,          205,       13278
 409,           612,             205,            152,      3213,         580,        934,      1815,           0,       1065,         83845,             121,          13862,      83436,          205,       13351
 410,           613,             205,            154,      3210,         579,        931,      1814,           0,        968,         84255,             121,          13919,      83845,          205,       13484
 411,           616,             207,            153,      3207,         593,        939,      1827,           0,        972,         84666,             123,          14124,      84255,          207,       13584
 412,           620,             210,            154,      3226,         592,        944,      1830,           0,        974,         85078,             124,          14042,      84666,          210,       13627
 413,           621,             210,            156,      3235,         598,       1003,      1834,           0,        990,         85491,             124,          14150,      85078,          210,       13634
 414,           622,             210,            158,      3244,         598,        949,      1844,           0,        984,         85905,             124,          14237,      85491,          210,       13707
 415,           623,             210,            155,      3254,         593,        945,      1858,           0,        990,         86320,             124,          14291,      85905,          210,       13787
 416,           624,             210,            155,      3252,         593,        953,      1852,           0,        984,         86736,             124,          14335,      86320,          210,       13891
 417,           625,             210,            156,      3276,         600,        953,      1855,           0,       1000,         87153,             124,          14349,      86736,          210,       14081
 418,           626,             210,            156,      3283,         600,        961,      1852,           0,        985,         87571,             124,          14412,      87153,          210,       14044
 419,           628,             211,            156,      3288,         603,        957,      1856,           0,        992,         87990,             125,          14667,      87571,          211,       14166
 420,           629,             211,            158,      3312,         611,        983,      1872,           0,        998,         88410,             125,          14629,      87990,          211,       14181
 421,           630,             211,            157,      3309,         596,        962,      1871,           0,       1008,         88831,             125,          14703,      88410,          211,       14209
 422,           631,             211,            158,      3307,         608,        964,      1894,           0,       1004,         89253,             125,          14840,      88831,          211,       14273
 423,           633,             212,            159,      3342,         614,        988,      1895,           0,       1047,         89676,             126,          14862,      89253,          212,       14350
 424,           634,             212,            158,      3351,         613,        982,      1891,           0,       1006,         90100,             126,          14843,      89676,          212,       14387
 425,           635,             212,            159,      3352,         613,        982,      1895,           0,       1009,         90525,             126,          15032,      90100,          212,       14578
 426,           636,             212,            160,      3352,         614,        979,      1900,           0,       1008,         90951,             126,          15238,      90525,          212,       14559
 427,           637,             212,            161,      3354,         615,        978,      1904,           0,       1016,         91378,             126,          15192,      90951,          212,       14635
 428,           639,             213,            159,      3371,         618,        991,      1919,           0,       1018,         91806,             127,          15152,      91378,          213,       14715
 429,           640,             213,            158,      3379,         606,        977,      1924,           0,       1023,         92235,             127,          15264,      91806,          213,       14776
 430,           641,             213,            159,      3386,         618,        988,      1911,           0,       1019,         92665,             127,          15328,      92235,          213,       14770
 431,           642,             213,            190,      3395,         613,        985,      1928,           0,       1024,         93096,             127,          15345,      92665,          213,       14837
 432,           643,             213,            159,      3415,         620,        995,      1942,           0,       1030,         93528,             127,          15465,      93096,          213,       15046
 433,           645,             214,            159,      3402,         626,       1003,      1945,           0,       1044,         93961,             128,          15587,      93528,          214,       15099
 434,           646,             214,            161,      3412,         627,       1001,      1947,           0,       1028,         94395,             128,          15729,      93961,          214,       15044
 435,           647,             214,            159,      3432,         631,       1006,      1945,           0,       1033,         94830,             128,          15688,      94395,          214,       15122
 436,           648,             214,            159,      3427,         619,        993,      1964,           0,       1038,         95266,             128,          15859,      94830,          214,       15181
