   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, merge_cmp, merge_swaps, merge_time, selection_cmp, selection_swaps, selection_time, bubble_cmp, bubble_swaps, bubble_time
 498,         60039,           59548,          13317,      6226,        1382,       1134,      3832,           0,       1121,        124251,             488,          11651,     123753,        59548,       18921
 499,         60278,           59786,          13354,      6307,        1409,       1145,      3841,           0,       1125,        124750,             488,          11618,     124251,        59786,       19114
 500,         60441,           59948,          13556,      6703,        1400,       1213,      3855,           0,       1207,        125250,             494,          11504,     124750,        59948,       19064
 501,         60642,           60148,          13491,      6575,        1422,       1184,      3863,           0,       1157,        125751,             496,          11693,     125250,        60148,       19618
 502,         61134,           60639,          14048,      6702,        1407,       1245,      3858,           0,       1188,        126253,             496,          11801,     125751,        60639,       19389
 503,         61179,           60683,          13623,      6280,        1408,       1169,      3868,           0,       1156,        126756,             498,          11713,     126253,        60683,       19442
 504,         61482,           60985,          14075,      6271,        1424,       1193,      3903,           0,       1175,        127260,             500,          12174,     126756,        60985,       19278
 505,         61583,           61085,          13869,      6189,        1400,       1156,      3906,           0,       1148,        127765,             500,          11807,     127260,        61085,       19372
 506,         61942,           61443,          13708,      6468,        1446,       1196,      3910,           0,       1150,        128271,             501,          11945,     127765,        61443,       19485
 507,         62295,           61795,          14269,      6684,        1407,       1156,      3905,           0,       1125,        128778,             501,          12160,     128271,        61795,       19684
 508,         62685,           62184,          14082,      6861,        1421,       1231,      3924,           0,       1164,        129286,             500,          12088,     128778,        62184,       19603
 509,         63023,           62521,          14134,      6487,        1435,       1178,      3928,           0,       1156,        129795,             503,          12141,     129286,        62521,       19752
 510,         63265,           62762,          14020,      6325,        1457,       1163,      3939,           0,       1154,        130305,             504,          12073,     129795,        62762,       19900
 511,         63291,           62787,          14028,      6682,        1452,       1204,      3935,           0,       1191,        130816,             505,          12184,     130305,        62787,       19864
 512,         63644,           63139,          14104,      6749,        1474,       1211,      3957,           0,       1172,        131328,             504,          12161,     130816,        63139,       19977
 513,         64116,           63610,          14267,      6979,        1436,       1245,      3967,           0,       1166,        131841,             506,          12244,     131328,        63610,       20046
 514,         64133,           63626,          14199,      6757,        1455,       1213,      3979,           0,       1179,        132355,             508,          12335,     131841,        63626,       20090
 515,         64411,           63903,          14278,      7612,        1461,       1314,      3997,           0,       1179,        132870,             504,          12356,     132355,        63903,       20210
 516,         64865,           64356,          14411,      8005,        1422,       1353,      3991,           0,       1182,        133386,             505,          12341,     132870,        64356,       20266
 517,         65286,           64776,          14480,      6535,        1496,       1198,      4008,           0,       1182,        133903,             509,          12410,     133386,        64776,       20355
 518,         65525,           65014,          14517,      6485,        1490,       1192,      4018,           0,       1185,        134421,             511,          12477,     133903,        65014,       20439
 519,         65633,           65121,          14572,      6901,        1460,       1265,      4024,           0,       1208,        134940,             512,          12572,     134421,        65121,       20664
 520,         66017,           65504,          14808,      6891,        1463,       1257,      4015,           0,       1206,        135460,             517,          12647,     134940,        65504,       20769
 521,         66514,           66000,          14950,      7544,        1467,       1330,      4028,           0,       1222,        135981,             515,          12753,     135460,        66000,       20802
 522,         66648,           66133,          14796,      7139,        1448,       1260,      4042,           0,       1218,        136503,             517,          12725,     135981,        66133,       20848
 523,         67065,           66549,          14877,      7710,        1418,       1330,      4058,           0,       1203,        137026,             517,          12804,     136503,        66549,       21173
 524,         67150,           66633,          14889,      6743,        1498,       1227,      4070,           0,       1238,        137550,             517,          12764,     137026,        66633,       21005
 525,         67218,           66700,          15077,      6988,        1504,       1264,      4086,           0,       1214,        138075,             520,          12820,     137550,        66700,       21072
 526,         67512,           66993,          14952,      7715,        1504,       1343,      4087,           0,       1209,        138601,             519,          12986,     138075,        66993,       21118
 527,         67993,           67473,          15666,      6997,        1509,       1234,      4100,           0,       1188,        139128,             519,          12853,     138601,        67473,       21026
 528,         68223,           67702,          15185,      6571,        1494,       1212,      4103,           0,       1220,        139656,             519,          13061,     139128,        67702,       21579
 529,         68454,           67932,          15500,      7109,        1484,       1312,      4116,           0,       1320,        140185,             523,          13105,     139656,        67932,       21466
 530,         68637,           68114,          15269,      6650,        1562,       1235,      4132,           0,       1250,        140715,             523,          13106,     140185,        68114,       21548
 531,         69139,           68615,          15342,      7215,        1495,       1299,      4132,           0,       1224,        141246,             525,          13145,     140715,        68615,       21602
 532,         69502,           68977,          15440,      6898,        1518,       1256,      4135,           0,       1235,        141778,             526,          13165,     141246,        68977,       21733
 533,         69919,           69393,          15597,      6551,        1532,       1219,      4146,           0,       1225,        142311,             526,          13274,     141778,        69393,       21785
 534,         70080,           69553,          15580,      6767,        1528,       1245,      4160,           0,       1230,        142845,             527,          13288,     142311,        69553,       21833
 535,         70591,           70063,          15707,      7527,        1506,       1332,      4176,           0,       1238,        143380,             532,          13381,     142845,        70063,       22037
 536,         70701,           70172,          15696,      7147,        1522,       1285,      4162,           0,       1230,        143916,             530,          13391,     143380,        70172,       22157
 537,         70708,           70178,          15751,      7145,        1545,       1294,      4173,           0,       1239,        144453,             532,          13401,     143916,        70178,       22104
 538,         70864,           70333,          15808,      7258,        1543,       1302,      4179,           0,       1237,        144991,             530,          13516,     144453,        70333,       22212
 539,         71311,           70779,          15949,      7729,        1505,       1352,      4204,           0,       1242,        145530,             530,          13597,     144991,        70779,       22485
 540,         71551,           71018,          16136,      7016,        1541,       1291,      4225,           0,       1256,        146070,             535,          13622,     145530,        71018,       22390
 541,         71690,           71156,          16206,      7416,        1535,       1344,      4236,           0,       1274,        146611,             537,          13677,     146070,        71156,       22415
 542,         72072,           71537,          16002,      7044,        1564,       1287,      4244,           0,       1270,        147153,             538,          13746,     146611,        71537,       23266
 543,         72551,           72015,          16465,      7701,        1531,       1357,      4244,           0,       1258,        147696,             533,          13736,     147153,        72015,       22702
 544,         72660,           72123,          16170,      7587,        1543,       1338,      4273,           0,       1261,        148240,             539,          13774,     147696,        72123,       22671
 545,         73016,           72478,          16365,      7197,        1542,       1296,      4283,           0,       1324,        148785,             537,          13862,     148240,        72478,       23024
 546,         73377,           72838,          17040,      7081,        1582,       1307,      4272,           0,       1279,        149331,             541,          14186,     148785,        72838,       22523
 547,         73392,           72852,          15925,      7339,        1539,       1276,      4293,           0,       1234,        149878,             541,          13639,     149331,        72852,       23161
 548,         73399,           72858,          16577,      7311,        1545,       1336,      4299,           0,       1272,        150426,             541,          14095,     149878,        72858,       23107
 549,         73823,           73281,          16601,      7063,        1562,       1298,      4307,           0,       1281,        150975,             541,          14147,     150426,        73281,       23127
 550,         74018,           73475,          16555,      8288,        1546,       1440,      4323,           0,       1296,        151525,             541,          14255,     150975,        73475,       23182
 551,         74291,           73747,          16583,      7192,        1567,       1328,      4328,           0,       1276,        152076,             544,          14260,     151525,        73747,       23365
 552,         74371,           73826,          16591,      6893,        1580,       1267,      4334,           0,       1279,        152628,             544,          14171,     152076,        73826,       23314
 553,         74564,           74018,          16692,      7195,        1570,       1302,      4342,           0,       1295,        153181,             545,          14217,     152628,        74018,       23363
 554,         74914,           74367,          16677,      6992,        1592,       1285,      4348,           0,       1280,        153735,             549,          14307,     153181,        74367,       23435
 555,         75396,           74848,          16780,      7698,        1555,       1361,      4363,           0,       1281,        154290,             547,          14355,     153735,        74848,       23553
 556,         75576,           75027,          16811,      7863,        1587,       1390,      4378,           0,       1298,        154846,             548,          14373,     154290,        75027,       23687
 557,         76119,           75569,          17118,      7405,        1600,       1360,      4380,           0,       1295,        155403,             547,          14663,     154846,        75569,       23958
 558,         76129,           75578,          17060,      7401,        1585,       1339,      4371,           0,       1313,        155961,             548,          14650,     155403,        75578,       23962
 559,         76681,           76129,          17109,      7678,        1625,       1384,      4401,           0,       1294,        156520,             556,          14701,     155961,        76129,       24151
 560,         76863,           76310,          17125,      7699,        1599,       1382,      4389,           0,       1296,        157080,             553,          14632,     156520,        76310,       24237
 561,         77067,           76513,          17271,      7374,        1607,       1348,      4403,           0,       1306,        157641,             549,          14720,     157080,        76513,       24111
 562,         77201,           76646,          17215,      7176,        1612,       1318,      4407,           0,       1317,        158203,             554,          14778,     157641,        76646,       24158
 563,         77480,           76924,          17265,      7460,        1600,       1341,      4430,           0,       1366,        158766,             555,          14763,     158203,        76924,       24214
 564,         77896,           77339,          18018,      7733,        1594,       1381,      4431,           0,       1314,        159330,             559,          14838,     158766,        77339,       24181
 565,         78429,           77871,          17571,      7237,        1625,       1329,      4444,           0,       1316,        159895,             561,          14858,     159330,        77871,       24661
 566,         78465,           77906,          17954,      7084,        1661,       1353,      4462,           0,       1335,        160461,             562,          15129,     159895,        77906,       24598
 567,         78692,           78132,          17711,      7856,        1612,       1419,      4470,           0,       1322,        161028,             560,          15218,     160461,        78132,       24717
 568,         78735,           78174,          17623,      7352,        1655,       1370,      4483,           0,       1329,        161596,             564,          15123,     161028,        78174,       24791
 569,         79248,           78686,          17811,      8224,        1617,       1450,      4491,           0,       1348,        162165,             563,          15198,     161596,        78686,       24899
 570,         79483,           78920,          17767,      8129,        1628,       1440,      4485,           0,       1327,        162735,             561,          15158,     162165,        78920,       25139
 571,         79918,           79354,          17894,      7419,        1641,       1366,      4506,           0,       1334,        163306,             561,          15304,     162735,        79354,       25014
 572,         80441,           79876,          17950,      7737,        1618,       1388,      4529,           0,       1338,        163878,             568,          15203,     163306,        79876,       25111
 573,         80799,           80233,          18097,      8346,        1598,       1453,      4534,           0,       1342,        164451,             566,          15253,     163878,        80233,       25178
 574,         81321,           80754,          18272,      8109,        1602,       1420,      4556,           0,       1356,        165025,             563,          15385,     164451,        80754,       25454
 575,         81779,           81211,          18294,      8417,        1616,       1466,      4554,           0,       1343,        165600,             567,          15441,     165025,        81211,       25696
 576,         82153,           81584,          18452,      8401,        1626,       1468,      4553,           0,       1347,        166176,             571,          15481,     165600,        81584,       25695
 577,         82670,           82100,          18662,      7244,        1686,       1346,      4564,           0,       1359,        166753,             570,          15519,     166176,        82100,       25828
 578,         83164,           82593,          18742,      7262,        1693,       1356,      4572,           0,       1406,        167331,             572,          15611,     166753,        82593,       25783
 579,         83188,           82616,          18586,      8229,        1652,       1461,      4579,           0,       1348,        167910,             573,          15599,     167331,        82616,       25819
 580,         83543,           82970,          18632,      8381,        1645,       1475,      4595,           0,       1360,        168490,             575,          15638,     167910,        82970,       25996
 581,         83801,           83227,          19292,      7601,        1664,       1374,      4602,           0,       1369,        169071,             571,          15789,     168490,        83227,       26258
 582,         84361,           83786,          18863,      7713,        1647,       1407,      4621,           0,       1361,        169653,             577,          15815,     169071,        83786,       26309
 583,         84648,           84072,          19127,      8220,        1665,       1488,      4616,           0,       1383,        170236,             577,          15956,     169653,        84072,       26380
 584,         84660,           84083,          19142,      7784,        1675,       1428,      4647,           0,       1374,        170820,             576,          15923,     170236,        84083,       26384
 585,         84829,           84251,          19241,      8561,        1622,       1510,      4651,           0,       1380,        171405,             573,          15965,     170820,        84251,       26373
 586,         85383,           84804,          19031,      7951,        1687,       1436,      4656,           0,       1415,        171991,             578,          15994,     171405,        84804,       26448
 587,         85563,           84983,          19093,      7679,        1698,       1410,      4669,           0,       1379,        172578,             579,          16061,     171991,        84983,       26502
 588,         85869,           85288,          19248,      8020,        1711,       1451,      4674,           0,       1380,        173166,             582,          16090,     172578,        85288,       26616
 589,         85964,           85382,          19246,      8362,        1662,       1481,      4692,           0,       1374,        173755,             583,          16137,     173166,        85382,       26739
 590,         86545,           85962,          19315,      8576,        1658,       1508,      4710,           0,       1387,        174345,             584,          16251,     173755,        85962,       26821
 591,         86889,           86305,          19479,      7852,        1694,       1425,      4723,           0,       1425,        174936,             586,          16351,     174345,        86305,       27045
 592,         87434,           86849,          19734,      7872,        1688,       1442,      4705,           0,       1406,        175528,             583,          16374,     174936,        86849,       27091
 593,         88020,           87434,          19931,      7876,        1712,       1439,      4712,           0,       1402,        176121,             586,          16417,     175528,        87434,       27162
 594,         88607,           88020,          19813,      7919,        1690,       1430,      4715,           0,       1391,        176715,             590,          16528,     176121,        88020,       27549
 595,         88848,           88260,          19837,      7747,        1740,       1420,      4733,           0,       1392,        177310,             590,          16669,     176715,        88260,       27666
 596,         89092,           88503,          19941,      8030,        1725,       1469,      4738,           0,       1413,        177906,             587,          16694,     177310,        88503,       27959
 597,         89542,           88952,          20900,      7939,        1704,       1443,      4752,           0,       1396,        178503,             590,          16686,     177906,        88952,       27494
 598,         89606,           89015,          19966,      7967,        1701,       1435,      4772,           0,       1405,        179101,             591,          16742,     178503,        89015,       27830
 599,         90146,           89554,          21534,      7597,        1747,       1730,      4771,           0,       1727,        179700,             592,          19178,     179101,        89554,       28063
 600,         90335,           89742,          20245,      8142,        1764,       1468,      4789,           0,       1405,        180300,             594,          16839,     179700,        89742,       28118
 601,         90453,           89859,          20312,      7862,        1749,       1429,      4797,           0,       1405,        180901,             594,          16784,     180300,        89859,       27947
 602,         91004,           90409,          20444,      7855,        1758,       1451,      4805,           0,       1454,        181503,             597,          16947,     180901,        90409,       28247
 603,         91169,           90573,          20342,      8083,        1758,       1471,      4810,           0,       1420,        182106,             596,          16998,     181503,        90573,       28122
 604,         91532,           90935,          20410,      7833,        1737,       1425,      4807,           0,       1416,        182710,             601,          17010,     182106,        90935,       28316
 605,         91625,           91027,          20535,      7980,        1732,       1443,      4809,           0,       1413,        183315,             599,          16998,     182710,        91027,       28275
 606,         91984,           91385,          20554,      8529,        1692,       1499,      4826,           0,       1443,        183921,             599,          17302,     183315,        91385,       28545
 607,         92069,           91469,          20590,      8277,        1776,       1514,      4850,           0,       1422,        184528,             600,          17339,     183921,        91469,       27908
 608,         92359,           91758,          20345,      8133,        1740,       1473,      4855,           0,       1449,        185136,             604,          17473,     184528,        91758,       28764
 609,         92845,           92243,          20826,      8051,        1764,       1472,      4866,           0,       1446,        185745,             598,          17292,     185136,        92243,       28696
 610,         93129,           92526,          20786,      7918,        1763,       1446,      4877,           0,       1438,        186355,             596,          17338,     185745,        92526,       28762
 611,         93522,           92918,          20902,      8714,        1757,       1543,      4875,           0,       1443,        186966,             608,          17405,     186355,        92918,       29039
 612,         93986,           93381,          21681,      7996,        1794,       1487,      4899,           0,       1569,        187578,             603,          17676,     186966,        93381,       29295
 613,         94534,           93928,          20633,      8738,        1725,       1486,      4916,           0,       1409,        188191,             607,          17477,     187578,        93928,       29529
 614,         94804,           94197,          21406,      8228,        1815,       1488,      4920,           0,       1480,        188805,             607,          17611,     188191,        94197,       29434
 615,         95077,           94469,          21376,      8064,        1779,       1459,      4932,           0,       1451,        189420,             605,          17718,     188805,        94469,       29597
 616,         95460,           94851,          21292,      8353,        1783,       1503,      4945,           0,       1451,        190036,             609,          17685,     189420,        94851,       29465
 617,         96021,           95411,          21510,      8176,        1774,       1491,      4947,           0,       1456,        190653,             611,          17733,     190036,        95411,       29535
 618,         96432,           95821,          21526,      8428,        1771,       1510,      4960,           0,       1477,        191271,             609,          17817,     190653,        95821,       29637
 619,         96635,           96023,          21605,      8237,        1768,       1492,      4982,           0,       1464,        191890,             613,          17960,     191271,        96023,       29742
 620,         96646,           96033,          21605,      8246,        1780,       1497,      4969,           0,       1516,        192510,             613,          17913,     191890,        96033,       30237
 621,         96968,           96354,          22236,      8548,        1812,       1532,      4976,           0,       1461,        193131,             617,          17951,     192510,        96354,       30117
 622,         97064,           96449,          22076,      8514,        1810,       1568,      4980,           0,       1487,        193753,             617,          18135,     193131,        96449,       30187
 623,         97511,           96895,          22058,      8640,        1776,       1547,      5001,           0,       1487,        194376,             618,          18104,     193753,        96895,       30082
 624,         97696,           97079,          21829,      8382,        1781,       1512,      5024,           0,       1478,        195000,             618,          18119,     194376,        97079,       30237
 625,         98147,           97529,          21962,      8302,        1822,       1504,      5034,           0,       1482,        195625,             618,          18273,     195000,        97529,       30345
 626,         98681,           98062,          22467,      9187,        1778,       1633,      5043,           0,       1493,        196251,             622,          18480,     195625,        98062,       30728
 627,         98758,           98138,          22079,      8297,        1858,       1523,      5044,           0,       1515,        196878,             620,          18470,     196251,        98138,       30669
 628,         98851,           98230,          22240,      8209,        1846,       1513,      5043,           0,       1520,        197506,             622,          18636,     196878,        98230,       30662
 629,         99176,           98554,          22593,      9686,        1764,       1673,      5055,           0,       1507,        198135,             622,          18526,     197506,        98554,       30956
 630,         99581,           98958,          22508,      8968,        1770,       1580,      5075,           0,       1504,        198765,             621,          18549,     198135,        98958,       30797
 631,         99958,           99334,          22381,      8610,        1822,       1568,      5091,           0,       1496,        199396,             627,          18607,     198765,        99334,       30882
 632,        100110,           99485,          22475,      8527,        1841,       1554,      5089,           0,       1494,        200028,             625,          18729,     199396,        99485,       31010
 633,        100431,           99805,          22519,      9077,        1786,       1590,      5096,           0,       1519,        200661,             631,          18672,     200028,        99805,       31026
 634,        100917,          100290,          22572,      9600,        1797,       1662,      5108,           0,       1498,        201295,             625,          18785,     200661,       100290,       31142
 635,        101111,          100483,          22686,      8259,        1843,       1528,      5110,           0,       1499,        201930,             625,          18923,     201295,       100483,       31327
 636,        101651,          101022,          23037,      8953,        1841,       1611,      5121,           0,       1499,        202566,             629,          18923,     201930,       101022,       31613
 637,        101765,          101135,          23013,      8457,        1862,       1540,      5143,           0,       1511,        203203,             628,          18969,     202566,       101135,       31530
 638,        102066,          101435,          22854,      8217,        1848,       1512,      5141,           0,       1559,        203841,             630,          19013,     203203,       101435,       31671
 639,        102544,          101912,          22961,      8903,        1864,       1594,      5177,           0,       1521,        204480,             631,          19085,     203841,       101912,       31757
 640,        102630,          101997,          23722,      8982,        1873,       1656,      5171,           0,       1700,        205120,             634,          19322,     204480,       101997,       31875
 641,        102873,          102239,          23259,      9429,        1830,       1648,      5179,           0,       1517,        205761,             636,          19263,     205120,       102239,       32063
 642,        103274,          102639,          23380,     10989,        1836,       1852,      5199,           0,       1527,        206403,             635,          19336,     205761,       102639,       32261
 643,        103632,          102996,          23440,      8507,        1847,       1558,      5222,           0,       1564,        207046,             632,          19414,     206403,       102996,       32451
 644,        103654,          103017,          23190,      8255,        1864,       1537,      5203,           0,       1527,        207690,             633,          19379,     207046,       103017,       32171
 645,        103720,          103082,          23353,      9092,        1868,       1622,      5210,           0,       1529,        208335,             640,          19466,     207690,       103082,       32336
 646,        104154,          103515,          23339,      8800,        1884,       1585,      5235,           0,       1532,        208981,             636,          19525,     208335,       103515,       32285
 647,        104755,          104115,          23416,      9810,        1848,       1700,      5230,           0,       1568,        209628,             639,          19622,     208981,       104115,       32592
 648,        105020,          104379,          23553,      9760,        1850,       1703,      5255,           0,       1544,        210276,             641,          19679,     209628,       104379,       32633
 649,        105338,          104696,          23775,      8803,        1898,       1595,      5262,           0,       1548,        210925,             645,          19926,     210276,       104696,       32895
 650,        105345,          104702,          23664,      9144,        1885,       1667,      5287,           0,       1572,        211575,             647,          19902,     210925,       104702,       32792
 651,        105740,          105096,          23715,      8716,        1933,       1602,      5281,           0,       1577,        212226,             643,          19888,     211575,       105096,       32865
 652,        106040,          105395,          23750,      9011,        1922,       1628,      5291,           0,       1549,        212878,             646,          19859,     212226,       105395,       32913
 653,        106492,          105846,          24345,      8701,        1902,       1539,      5300,           0,       1538,        213531,             645,          20195,     212878,       105846,       33298
 654,        106565,          105918,          23826,      8665,        1923,       1698,      5290,           0,       1553,        214185,             651,          20081,     213531,       105918,       33288
 655,        106733,          106085,          24117,      8503,        1948,       1567,      5317,           0,       1594,        214840,             652,          20318,     214185,       106085,       33344
 656,        107330,          106681,          24058,      9051,        1888,       1621,      5335,           0,       1586,        215496,             643,          20087,     214840,       106681,       33381
 657,        107756,          107106,          24223,      8787,        1925,       1592,      5347,           0,       1564,        216153,             648,          20152,     215496,       107106,       33627
 658,        108013,          107362,          24223,      8800,        1903,       1596,      5361,           0,       1583,        216811,             648,          20281,     216153,       107362,       33614
 659,        108217,          107565,          24284,      9079,        1898,       1628,      5364,           0,       1564,        217470,             649,          20326,     216811,       107565,       33688
 660,        108454,          107801,          24307,      9560,        1882,       1692,      5337,           0,       1590,        218130,             648,          20349,     217470,       107801,       33798
 661,        108557,          107903,          24439,      9768,        1900,       1741,      5345,           0,       1562,        218791,             650,          20430,     218130,       107903,       33952
 662,        108768,          108113,          24432,      9361,        1956,       1714,      5377,           0,       1602,        219453,             655,          20758,     218791,       108113,       34058
 663,        109220,          108564,          24624,     10012,        1912,       1748,      5394,           0,       1621,        220116,             657,          20662,     219453,       108564,       34240
 664,        109258,          108601,          24702,     10526,        1893,       1813,      5384,           0,       1632,        220780,             658,          20663,     220116,       108601,       34221
 665,        109361,          108703,          24621,      8897,        1959,       1619,      5391,           0,       1601,        221445,             657,          20766,     220780,       108703,       34346
 666,        109840,          109181,          25520,      9300,        1936,       1697,      5393,           0,       1610,        222111,             654,          21219,     221445,       109181,       34518
 667,        109949,          109289,          24713,      9683,        1961,       1717,      5414,           0,       1606,        222778,             660,          21209,     222111,       109289,       34905
 668,        110130,          109469,          24816,      9595,        1931,       1698,      5452,           0,       1637,        223446,             661,          20889,     222778,       109469,       34517
 669,        110732,          110070,          24919,      9266,        1971,       1667,      5455,           0,       1620,        224115,             662,          20934,     223446,       110070,       34844
 670,        110869,          110206,          24902,      9196,        1947,       1667,      5454,           0,       1610,        224785,             662,          21064,     224115,       110206,       34774
 671,        111244,          110580,          25286,      9388,        1965,       1672,      5469,           0,       1673,        225456,             661,          21547,     224785,       110580,       35042
 672,        111617,          110952,          25690,      9575,        1954,       1659,      5491,           0,       1591,        226128,             663,          21344,     225456,       110952,       35621
 673,        111738,          111072,          25939,      8767,        2008,       1662,      5500,           0,       1639,        226801,             666,          21640,     226128,       111072,       36050
 674,        111773,          111106,          25550,      8864,        1982,       1641,      5503,           0,       1688,        227475,             668,          21888,     226801,       111106,       35927
 675,        111774,          111106,          25568,      9215,        1970,       1708,      5519,           0,       1769,        228150,             668,          21881,     227475,       111106,       35706
 676,        112127,          111458,          25179,      8768,        2002,       1615,      5519,           0,       1636,        228826,             665,          21368,     228150,       111458,       35279
 677,        112295,          111625,          25406,      9551,        1962,       1693,      5523,           0,       1643,        229503,             670,          21689,     228826,       111625,       35691
 678,        112372,          111701,          26126,      9181,        1970,       1668,      5541,           0,       1647,        230181,             672,          22264,     229503,       111701,       36215
 679,        112795,          112123,          25287,      9527,        1977,       1773,      5557,           0,       1606,        230860,             672,          22171,     230181,       112123,       36474
 680,        113421,          112748,          26224,      9625,        2019,       1717,      5549,           0,       1603,        231540,             670,          22006,     230860,       112748,       36565
 681,        113963,          113289,          26165,      9088,        2024,       1682,      5555,           0,       1662,        232221,             679,          22344,     231540,       113289,       36832
 682,        114072,          113397,          25897,      9132,        2010,       1646,      5571,           0,       1615,        232903,             676,          22313,     232221,       113397,       37271
 683,        114639,          113963,          26448,      9549,        1987,       1817,      5578,           0,       1648,        233586,             678,          22508,     232903,       113963,       36985
 684,        114762,          114085,          26006,      9072,        2014,       1732,      5587,           0,       1668,        234270,             679,          22537,     233586,       114085,       36795
 685,        114953,          114275,          25889,      9490,        1997,       1743,      5606,           0,       1760,        234955,             677,          22764,     234270,       114275,       37153
 686,        115095,          114416,          26655,      9542,        2011,       1720,      5633,           0,       1676,        235641,             678,          23131,     234955,       114416,       37636
 687,        115512,          114832,          26723,     10176,        1958,       1835,      5614,           0,       1676,        236328,             678,          23532,     235641,       114832,       37898
 688,        115868,          115187,          27031,     10411,        1963,       1809,      5625,           0,       1667,        237016,             681,          22684,     236328,       115187,       36876
 689,        115885,          115203,          26710,     10058,        2009,       1782,      5639,           0,       1699,        237705,             681,          23221,     237016,       115203,       37962
 690,        115963,          115280,          26928,     10277,        2002,       1981,      5658,           0,       1667,        238395,             682,          23180,     237705,       115280,       37696
 691,        116531,          115847,          26642,      9866,        1989,       1755,      5678,           0,       1707,        239086,             688,          23567,     238395,       115847,       38199
 692,        116627,          115942,          27149,      9867,        1974,       1816,      5682,           0,       1702,        239778,             687,          23072,     239086,       115942,       37559
 693,        117231,          116545,          26480,     10147,        2014,       1771,      5679,           0,       1643,        240471,             684,          23389,     239778,       116545,       37778
 694,        117646,          116959,          27153,     10224,        1993,       1766,      5688,           0,       1637,        241165,             688,          23219,     240471,       116959,       38026
 695,        117673,          116985,          26817,      9182,        2031,       1761,      5704,           0,       1708,        241860,             692,          23203,     241165,       116985,       37585
 696,        117729,          117040,          26679,      9172,        2031,       1643,      5706,           0,       1677,        242556,             691,          23041,     241860,       117040,       38193
 697,        118198,          117508,          26804,      9289,        2036,       1721,      5722,           0,       1693,        243253,             691,          23715,     242556,       117508,       38545
 698,        118329,          117638,          27097,      9259,        2063,       1729,      5726,           0,       1699,        243951,             687,          23478,     243253,       117638,       38204
 699,        118606,          117914,          26927,      9531,        2043,       1795,      5750,           0,       1680,        244650,             692,          23474,     243951,       117914,       38372
 700,        118708,          118015,          27109,      9834,        2048,       1798,      5753,           0,       1677,        245350,             693,          23715,     244650,       118015,       39201
 701,        118739,          118045,          27704,     10778,        2010,       2063,      5758,           0,       1713,        246051,             693,          24034,     245350,       118045,       39381
 702,        119102,          118407,          27278,     10664,        2005,       1910,      5775,           0,       1757,        246753,             692,          24409,     246051,       118407,       42819
 703,        119269,          118573,          31532,     10237,        2042,       1940,      5790,           0,       1806,        247456,             695,          28768,     246753,       118573,       45744
 704,        119495,          118798,          28740,      9745,        2061,       1896,      5804,           0,       1907,        248160,             698,          24893,     247456,       118798,       41229
 705,        120049,          119351,          28280,     10015,        2046,       1935,      5813,           0,       1672,        248865,             701,          25707,     248160,       119351,       41314
 706,        120551,          119852,          28349,      9566,        2085,       1882,      5821,           0,       1760,        249571,             699,          26962,     248865,       119852,       40301
 707,        121247,          120547,          29678,     10407,        2094,       1954,      5819,           0,       1818,        250278,             700,          24881,     249571,       120547,       39372
 708,        121867,          121166,          27788,     10862,        2043,       1894,      5838,           0,       1709,        250986,             701,          24076,     250278,       121166,       39497
 709,        121992,          121290,          27527,      9562,        2104,       1732,      5858,           0,       1741,        251695,             706,          24279,     250986,       121290,       39190
 710,        122078,          121375,          27327,     10016,        2080,       1794,      5848,           0,       1710,        252405,             703,          24036,     251695,       121375,       39140
